Year,ARBID,FACID,Facility,Primary Sector,NAICS Code,NAICS Description,Address,City,State,Zip Code,Latitude,Longitude,Tract,County,District,Basin,Cap-and-Trade,Total GHG,Non-Biomass GHG,Biomass CO2,CO2,CH4,N2O,Covered GHG,VOC,NOx,SOx,PM10,PM2.5,Benzene,13-Butadiene,Chromium Hexavalent,Diesel PM,Formaldehyde,Hydrochloric Acid,Hydrogen Sulfide,Nickel
"2019","101537","17104","Southern California Edison (SCE) - Center Hybrid","Electricity Generation","221112","Fossil Fuel Electric Power Generation","10601 E Firestone Blvd , Norwalk, CA 90650","Norwalk","California","90650","33.93","-118.105","CA06037550300","Los Angeles","South Coast AQMD","South Coast","No","6,873","6,873","0","6,866","0.13","0.01","0","0.2","0.6","0","0.7","0.7","1.51","0.074","0","2.66","88.8","","","0"
"2019","101574","","Lockheed Martin Aeronautics Company - Palmdale","Other Combustion Source","336411","Aircraft Manufacturing","1011 Lockheed Way , Palmdale, CA 93599","Palmdale","California","93599","34.613","-118.115","CA06037980004","Los Angeles","Antelope Valley AQMD","Mojave Desert","No","18,166","18,166","0","18,148","0.34","0.03","0","0","0","0","0","0","","","","","","","",""
"2019","101673","4477","Southern California Edison (SCE) - Pebbly Beach","Electricity Generation","221112","Fossil Fuel Electric Power Generation","1 Pebbly Beach Rd , Avalon, CA 90704","Avalon","California","90704","33.336","-118.311","CA06037599100","Los Angeles","South Coast AQMD","South Coast","No","22,835","22,835","0","22,758","0.93","0.19","0","0.5","51.8","0.3","3.7","3.6","400","466","0.214","3,171","3,702","400","","8.36"
"2019","101691","","Clougherty Packing, LLC","Other Combustion Source","311613","Rendering and Meat Byproduct Processing","3049 E Vernon Ave , Vernon, CA 90058","Vernon","California","90058","34.005","-118.219","CA06037532400","Los Angeles","South Coast AQMD","South Coast","No","22,961","22,961","0","22,939","0.43","0.04","0","0","0","0","0","0","","","","","","","",""
"2019","101697","12428","New NGC, Inc - Long Beach","Other Combustion Source","327420","Gypsum Product Manufacturing","1850 Pier B Street , Long Beach, CA 90813","Long Beach","California","90813","33.78","-118.218","CA06037980033","Los Angeles","South Coast AQMD","South Coast","Yes","35,055","35,055","0","35,020","0.66","0.07","35,055","3.9","13.1","0.2","29.3","16.5","5.02","","","","10.7","","",""
"2019","101701","148236","Air Liquide El Segundo Hydrogen Plant","Hydrogen Plant","325120","Industrial Gas Manufacturing","214 Main Street , El Segundo, CA 90245","El Segundo","California","90245","33.916","-118.419","CA06037620102","Los Angeles","South Coast AQMD","South Coast","Yes","604,877","604,877","0","604,387","9.48","0.94","604,877","6.5","11.7","0.6","3.9","3.7","5.68","0.254","0","","326","","","8.6"
"2019","101709","800037","DeMenno/Kerdoon","Other Combustion Source","324199","All Other Petroleum and Coal Products Manufacturing","2000 North Alameda Street , Compton, CA 90222","Compton","California","90222","33.91","-118.221","CA06037541603","Los Angeles","South Coast AQMD","South Coast","Yes","25,456","25,456","0","25,431","0.48","0.05","25,456","5.2","19.9","0.2","2.3","2.1","8.24","1.07","0.047","9.04","10.6","0.05","",""
"2019","101734","22911","Carlton Forge Works","Other Combustion Source","332112","Nonferrous Forging","7743 E. Adams St. , Paramount, CA 90723","Paramount","California","90723","33.895","-118.164","CA06037553801","Los Angeles","South Coast AQMD","South Coast","Yes","39,179","39,179","0","39,141","0.74","0.07","39,179","12.8","27","0.2","3.3","3.1","19.3","","0.124","","12.1","","","0.563"
"2019","104027","140373","Ameresco Chiquita Energy LLC","Electricity Generation","221117","Biomass Electric Power Generation","29201 Henry Mayo Dr , Castaic, CA 91384","Castaic","California","91384","34.432","-118.643","CA06037920106","Los Angeles","South Coast AQMD","South Coast","No","32,007","161","31,847","31,847","1.96","0.39","0","1.3","8","7.5","2.9","2.9","10.4","0","0","","174","","","0"
"2019","104072","136965","California Resources Production Corporation - 760 Los Angeles Basin","Oil and Gas Production","211111","Crude Petroleum and Natural Gas Extraction","1 World Trade Center #1500 , Long Beach, CA 90802","Long Beach","California","90802","33.768","-118.193","CA06037576001","Los Angeles","South Coast AQMD","South Coast","Yes","230,276","230,276","0","224,755","256.67","0.42","222,766","20.5","7.4","0.1","2","2","183.5","5.221","0","56.63","289.7","0.315","","0.009"
"2019","104075","150203","Breitburn Operating LP - Los Angeles Basin Facility","Oil and Gas Production","211111","Crude Petroleum and Natural Gas Extraction","12720 Telegraph Road , Santa Fe Springs, CA 90670","Los Angeles","California","90670","34.051","-118.257","CA06037207710","Los Angeles","South Coast AQMD","South Coast","Yes","16,598","16,598","0","15,448","54.31","0.03","16,432","34.4","19","0.2","1","1","589.81","41.364","0","42.65","3,361.78","","0","0.006"
"2019","104077","128243","BWP/MPP Electricity Generating Facilities at 164 W. Magnolia","Electricity Generation","221112","Fossil Fuel Electric Power Generation","164 W. Magnolia , Burbank, CA 91503","Burbank","California","91503","34.178","-118.314","CA06037310800","Los Angeles","South Coast AQMD","South Coast","Yes","631,345","631,345","0","630,736","11.7","1.17","631,345","3","31.6","0.5","6.1","6","136","4.87","0","","8,045","","","0.007"
"2019","104082","","Southern California Gas Co - Distribution","Oil and Gas Production","221210","Natural Gas Distribution","555 West 5th Street , Los Angeles, CA 90013","Los Angeles","California","90013","34.05","-118.253","CA06037207502","Los Angeles","South Coast AQMD","South Coast","No","1,359,770","1,359,770","0","2,084","64,651.73","0","0","0","0","0","0","0","","","","","","","",""
"2019","104090","101977","Signal Hill Petroleum Facilities","Oil and Gas Production","211111","Crude Petroleum and Natural Gas Extraction","1215 East 29th Street , Signal Hill, CA 90755","Signal Hill","California","90755","33.811","-118.175","CA06037573402","Los Angeles","South Coast AQMD","South Coast","Yes","32,561","32,561","0","32,427","5.44","0.06","31,512","17.3","4.6","0.2","1.4","1.4","156.09","1.21","0","3.72","555","0.063","0.034","0.005"
"2019","104136","62548","Newark Pacific Paperboard (opt-in 2013)","Other Combustion Source","322130","Paperboard Mills","6001 S Eastern Ave , Los Angeles, CA 90040","Los Angeles","California","90040","33.982","-118.165","CA06037533703","Los Angeles","South Coast AQMD","South Coast","Yes","23,996","23,996","0","23,973","0.45","0.05","23,996","14.1","4.3","0.1","3.6","2.9","29.7","16.7","0","12.9","3,603","","","0.002"
"2019","104197","8547","Quemetco, Inc.","Other Combustion Source","331492","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","720 South 7th Avenue , City of Industry, CA 91746","City of Industry","California","91746","34.025","-117.983","CA06037408202","Los Angeles","South Coast AQMD","South Coast","Yes","35,541","35,541","0","35,526","0.29","0.03","35,541","2.4","22.8","3.6","0.8","0.6","121","3.57","0.087","12.4","638","0.069","643","11.3"
"2019","104206","105903","Prime Wheel Corporation","Other Combustion Source","336390","Other Motor Vehicle Parts Manufacturing","17705 South Main Street , Gardena, CA 90248","Gardena","California","90248","33.87","-118.28","CA06037541002","Los Angeles","South Coast AQMD","South Coast","No","14,012","14,012","0","13,999","0.26","0.03","0","3.5","13.5","0.1","2.3","2.2","1.7","","","","3.6","","",""
"2019","104218","146536","Walnut Creek Energy, LLC","Electricity Generation","221112","Fossil Fuel Electric Power Generation","911 Bixby Drive , City of Industry, CA 91745","City of Industry","California","91745","34.008","-117.945","CA06037408202","Los Angeles","South Coast AQMD","South Coast","Yes","237,314","237,314","0","237,082","4.47","0.45","237,314","1.7","24.2","1.4","3.5","3.4","51.2","1.86","0","1.37","3,027","","","0"
"2019","104324","800409","Northrop Grumman Systems Corp. - Redondo Beach","Other Combustion Source","336414","Guided Missile and Space Vehicle Manufacturing","One Space Park , Redondo Beach, CA 90278","Redondo Beach","California","90278","33.891","-118.374","CA06037620501","Los Angeles","South Coast AQMD","South Coast","No","12,357","12,357","0","12,345","0.23","0.02","0","2.5","15.3","0.1","1.5","1.3","2.83","1.28","0.019","197","13.8","1.09","","0.023"
"2019","104329","16639","Shultz Steel Company","Other Combustion Source","331221","Rolled Steel Shape Manufacturing","5321 Firestone Blvd. , South Gate, CA 90280","South Gate","California","90280","33.95","-118.174","CA06037536104","Los Angeles","South Coast AQMD","South Coast","Yes","29,347","29,347","0","29,319","0.55","0.06","29,347","5.2","18.1","0.2","2.2","2.2","3.71","0.084","0.035","4.81","9.43","","","3.34"
"2019","104337","63180","Darling Ingredients Inc - Los Angeles","Other Combustion Source","311613","Rendering and Meat Byproduct Processing","2626 East 26th Street , Los Angeles, CA 90058","Los Angeles","California","90058","34.015","-118.225","CA06037206031","Los Angeles","South Coast AQMD","South Coast","No","20,578","20,578","0","20,558","0.39","0.04","0","0.8","1.5","0.1","1.1","1.1","0.527","","","","1.12","","",""
"2019","104349","83102","Custom Alloy Light Metals, Inc.","Other Combustion Source","331314","Secondary Smelting and Alloying of Aluminum","13329 Ector St. , Industry, CA 91746","Industry","California","91746","34.056","-117.987","CA06037407002","Los Angeles","South Coast AQMD","South Coast","No","11,417","11,417","0","11,405","0.22","0.02","0","1.4","7.8","0.1","2.8","2.7","23.8","5.44","","","33.1","","","0.078"
"2019","104361","800265","University of Southern California (USC) - University Park Campus (UPC)","Other Combustion Source","611310","Colleges, Universities, and Professional Schools","McClintock W 34th Vhilds Street , Los Angeles, CA 90089-3161","Los Angeles","California","90089","34.021","-118.285","CA06037222700","Los Angeles","South Coast AQMD","South Coast","No","23,405","23,405","0","23,382","0.44","0.04","0","1.6","22.1","0.1","1.7","1.7","6.34","0.992","0","139","16.9","","","0.016"
"2019","104363","10966","Weber Metals","Other Combustion Source","332112","Nonferrous Forging","16706 Garfield Ave , Paramount, CA 90723","Paramount","California","90723","33.883","-118.166","CA06037553802","Los Angeles","South Coast AQMD","South Coast","No","24,231","24,231","0","24,208","0.46","0.05","0","9.4","18.9","0.1","5.1","4.1","3.34","","","","7.1","","",""
"2019","104369","18294","Northrop Grumman Systems Corporation - El Segundo","Other Combustion Source","336411","Aircraft Manufacturing","One Hornet Way, PA12/W2 , El Segundo, CA 90245","El Segundo","California","90245","33.925","-118.381","CA06037980013","Los Angeles","South Coast AQMD","South Coast","No","10,365","10,365","0","10,355","0.2","0.02","0","19.5","7.7","0.1","0.7","0.7","1.73","0.282","0.08","42.4","6.98","0","","0.005"
"2019","104376","16338","Kaiser Aluminum Fabricated Products, LLC","Other Combustion Source","331314","Secondary Smelting and Alloying of Aluminum","6250 E. Bandini Blvd. , Los Angeles, CA 90040-3168","Los Angeles","California","90040","33.988","-118.148","CA06037532304","Los Angeles","South Coast AQMD","South Coast","No","14,479","14,479","0","14,465","0.27","0.03","0","1.8","10.9","0.1","5.7","5.4","1.73","0.04","0.041","1.07","3.92","0","","0.323"
"2019","104377","800353","Huntington Memorial Hospital","Other Combustion Source","622110","General Medical and Surgical Hospitals","100 West California Blvd. , Pasadena, CA 91105","Pasadena","California","91105","34.134","-118.153","CA06037463900","Los Angeles","South Coast AQMD","South Coast","No","14,673","14,673","0","14,659","0.28","0.03","0","1.8","3.9","0.1","1.1","1.1","2.6","1.22","0.001","187","24.4","","","0.023"
"2019","104378","3093","Olive View Medical Center, Los Angeles County Department of Health Services","Other Combustion Source","622110","General Medical and Surgical Hospitals","Facilities 14445 Olive View Drive , Sylmar, CA 91342","Sylmar","California","91342","34.326","-118.452","CA06037106010","Los Angeles","South Coast AQMD","South Coast","No","17,366","17,366","0","17,349","0.33","0.03","0","2","16.7","0.5","2.7","2.1","5.64","2.37","0","346","231","","","0.04"
"2019","104383","45746","PABCO Paper","Other Combustion Source","322121","Paper (except Newsprint) Mills","4460 Pacific Blvd , Vernon, CA 90058","Vernon","California","90058","34.004","-118.229","CA06037532400","Los Angeles","South Coast AQMD","South Coast","No","16,890","16,890","0","16,873","0.32","0.03","0","12.5","6.3","0.1","3.7","3","1.78","","0","","272","","","0"
"2019","104393","18885","Children's Hospital Los Angeles","Other Combustion Source","622110","General Medical and Surgical Hospitals","4650 Sunset Blvd. , Los Angeles, CA 90027","Los Angeles","California","90027","34.098","-118.29","CA06037191302","Los Angeles","South Coast AQMD","South Coast","No","15,245","15,245","0","15,230","0.29","0.03","0","0.9","2.7","0.1","3.1","2.3","2.79","1.38","0.001","213","14.4","","","0.025"
"2019","104394","136","Press Forge Co","Other Combustion Source","332112","Nonferrous Forging","7700 Jackson Street , Paramount, CA 90723","Paramount","California","90723","33.885","-118.165","CA06037553802","Los Angeles","South Coast AQMD","South Coast","No","22,021","22,021","0","21,999","0.41","0.04","0","5.5","18.1","0.1","3.7","3.6","3.44","0.967","0.138","149","13.2","","","2.33"
"2019","104411","22607","California Dairies, Inc. Artesia","Other Combustion Source","311514","Dry, Condensed, and Evaporated Dairy Product Manufacturing","11709 Artesia Blvd. , Artesia, CA 90701","Artesia","California","90701","33.874","-118.084","CA06037554801","Los Angeles","South Coast AQMD","South Coast","No","8,554","8,554","0","8,546","0.16","0.02","0","0.5","2.4","0","1.3","0.7","0.93","","","","1.97","","",""
"2019","104444","800393","Valero Wilmington Asphalt Plant","Refinery","324110","Petroleum Refineries","1651 Alameda Street , Wilmington, CA 90744","Wilmington","California","90744","33.798","-118.239","CA06037294120","Los Angeles","South Coast AQMD","South Coast","No","13,463","13,463","0","13,310","6.7","0.04","0","14.6","6.3","0.2","0.9","0.8","117","0.251","0.054","18.3","19.7","","","0.281"
"2019","104542","","Baxalta US Inc.","Other Combustion Source","325414","Biological Product (except Diagnostic) Manufacturing","4501 Colorado Blvd , Los Angeles, CA 90039","Los Angeles","California","90039","34.141","-118.27","CA06037188100","Los Angeles","South Coast AQMD","South Coast","No","8,076","8,076","0","8,068","0.15","0.02","0","0","0","0","0","0","","","","","","","",""
"2019","104550","139938","Sunshine Gas Producers, LLC","Electricity Generation","221117","Biomass Electric Power Generation","14747 San Fernando Road , Sylmar, CA 91342","Sylmar","California","91342","34.336","-118.519","CA06037106603","Los Angeles","South Coast AQMD","South Coast","No","91,125","457","90,668","90,668","5.57","1.1","0","6.3","31.5","29.8","3.1","3.1","32.2","","","","404","","",""
"2019","104569","20197","LAC+USC Medical Center","Other Combustion Source","622110","General Medical and Surgical Hospitals","1200 N State St , Los Angeles, CA 90033","Los Angeles","California","90033","34.063","-118.21","CA06037203300","Los Angeles","South Coast AQMD","South Coast","No","24,365","24,365","0","24,342","0.46","0.05","0","1.9","4.5","0.1","2.8","2.4","4.44","0","0","310","21.3","1.72","","0"
"2019","104617","14966","VA Greater Los Angeles Healthcare System","Other Combustion Source","621491","HMO Medical Centers","11301 Wilshire Blvd , Los Angeles, CA 90073","Los Angeles","California","90073","34.05","-118.465","CA06037264301","Los Angeles","South Coast AQMD","South Coast","No","12,046","12,046","0","12,035","0.23","0.02","0","9.1","9.2","0.1","2","1.7","6.91","6.53","0.003","1,006","58.1","0","","0.119"
"2019","104618","","WWF Operating Company","Other Combustion Source","311511","Fluid Milk Manufacturing","18275 Arenth Avenue , City of Industry, CA 91748","City of Industry","California","91748","34.005","-117.906","CA06037408211","Los Angeles","South Coast AQMD","South Coast","No","14,895","14,895","0","14,881","0.28","0.03","0","0","0","0","0","0","","","","","","","",""
"2019","104621","800016","Baker Commodities, Inc., Vernon Division","Other Combustion Source","311613","Rendering and Meat Byproduct Processing","4020 Bandini Blvd , Vernon, CA 90058","Vernon","California","90058","34.004","-118.193","CA06037532400","Los Angeles","South Coast AQMD","South Coast","No","18,531","18,531","0","18,513","0.35","0.03","0","1.1","13.5","0.1","1.8","1.8","4.69","0.599","0","1.03","6.75","","","0.002"
"2019","104633","3029","Matchmaster Dyeing & Finishing","Other Combustion Source","313310","Textile and Fabric Finishing Mills","3700 South Broadway , Los Angeles, CA 90007","Los Angeles","California","90007","34.015","-118.276","CA06037231100","Los Angeles","South Coast AQMD","South Coast","Yes","23,859","23,859","0","23,836","0.45","0.04","23,859","4.1","7.3","0.1","1.7","1.7","2.94","","","","6.25","","",""
"2019","104642","23194","City of Hope National Medical Center","Other Combustion Source","622110","General Medical and Surgical Hospitals","1500 East Duarte Road , Duarte, CA 91010-3000","Duarte","California","91010","34.129","-117.972","CA06037430102","Los Angeles","South Coast AQMD","South Coast","No","13,708","13,708","0","13,694","0.26","0.03","0","0.6","9.3","0","0.7","0.7","2.32","1.69","0.001","261","15.3","","","0.03"
"2019","104660","","Cedars-Sinai Medical Center","Other Combustion Source","622110","General Medical and Surgical Hospitals","8700 Beverly Blvd. , Los Angeles, CA 90048","Los Angeles","California","90048","34.075","-118.38","CA06037214902","Los Angeles","South Coast AQMD","South Coast","No","19,552","19,552","0","19,533","0.37","0.04","0","0","0","0","0","0","","","","","","","",""
"2019","104691","800149","Rio Tinto - Wilmington","Other Combustion Source","325180","Other Basic Inorganic Chemical Manufacturing","300 Falcon St. , Wilmington, CA 90744","Wilmington","California","90744","33.757","-118.267","CA06037980031","Los Angeles","South Coast AQMD","South Coast","No","10,175","10,175","0","10,165","0.19","0.02","0","0.7","2","0.1","9.1","8.9","1.11","","0","","2.35","","","0.295"
"2019","104713","800214","Hyperion Water Reclamation Plant","Other Combustion Source","221320","Sewage Treatment Facilities","12000 Vista del Mar , Playa del Rey, CA 90293","Playa del Rey","California","90293","33.925","-118.431","CA06037980028","Los Angeles","South Coast AQMD","South Coast","Yes","97,227","24,464","72,764","96,837","4.93","0.93","24,464","7.9","45.9","1.1","3.9","3.9","63.7","0.851","0.002","25.8","245","0.365","2,477","0.07"
"2019","104730","11998","Goodrich Corporation","Other Combustion Source","336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing","11120 S Norwalk Blvd , Santa Fe Springs, CA 90670","Santa Fe Springs ","California","90670","33.931","-118.072","CA06037502802","Los Angeles","South Coast AQMD","South Coast","No","11,084","11,084","0","11,073","0.21","0.02","0","1.3","1.3","0.1","2.1","1.7","18.5","0.759","0","9.78","12.7","","","0.233"
"2019","104740","59618","Pacific Continental Textiles","Other Combustion Source","333249","Other Industrial Machinery Manufacturing","2880 E Ana St , East Rancho Domininguez, CA 90221","East Rancho Domininguez","California","90221","33.859","-118.212","CA06037543305","Los Angeles","South Coast AQMD","South Coast","No","34","34","0","34","0","0","0","0.5","3.6","0","0.6","0.6","1.07","","","","2.27","","",""
"2019","104778","35302","Owens Corning Roofing and Asphalt, LLC","Other Combustion Source","324122","Asphalt Shingle and Coating Materials Manufacturing","1501 Tamarind Ave , Compton, CA 90222","Compton","California","90222","33.906","-118.224","CA06037542601","Los Angeles","South Coast AQMD","South Coast","No","9,893","9,893","0","9,883","0.19","0.02","0","10.5","11.3","2","10.6","9.8","51.5","","","","2.66","","390","0.36"
"2019","104805","","MATRIX OIL CORP","Oil and Gas Production","211111","Crude Petroleum and Natural Gas Extraction","459 West Road , La Habra Heights, CA 90631","La Habra Heights","California","90631","33.956","-117.968","CA06037500201","Los Angeles","South Coast AQMD","South Coast","No","14,692","14,692","0","13,369","62.3","0.05","0","0","0","0","0","0","","","","","","","",""

Unit:  Greenhouse Gases - metric tons (1000 kg); Criteria Pollutants - tons (2000 lbs); Toxic Pollutants - pounds (lbs)